"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Sub-Saharan Africa (all income levels)","SSF","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","33.8","","","","","16.22","","","","","7.1331329068941","","","","","","","","","","11.8192277256111","","","","","11.3070362873573","","","","","12.1226248435132","","","","","12.1454137296762","","","","12.1454137296762","","",
"Small states","SST","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","16.22","","","","","1.831341211226","","","","","15.9962956033676","","","","","7.80842630018863","","","","","14.6214928375836","","","","","16.4659274001217","","","","","16.4639936089258","","","","16.8842754257167","","",
"Sao Tome and Principe","STP","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","6.087","","","","","","","","","","6.087","","","","","4.478","","","","","4.478","","","","4.478","","",
"Slovak Republic","SVK","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.21","","","","","46.51","","","","46.51","","",
"Slovenia","SVN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","","","","17.52","","",
"Sweden","SWE","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.37","","","","","37.37","","","","","37.65","","","","","37.23","","","","37.23","","",
"Swaziland","SWZ","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","1.674","","","","","","","","","","","","","","","1.674","","","","","2.303","","","","","2.303","","","","2.303","","",
"Sint Maarten (Dutch part)","SXM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.19","","","","","83.19","","","","","83.19","","","","","65.69","","","","65.69","","",
"Syrian Arab Republic","SYR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.101","","","","","8.435","","","","","8.801","","","","8.801","","",
"Turks and Caicos Islands","TCA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","16.02","","","","","","","","","","16.02","","","","","24.11","","","","","24.11","","","","24.11","","",
"Togo","TGO","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","61.54","","","","","","","","","","61.54","","","","","52.66","","","","","52.66","","","","52.66","","",
"Thailand","THA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.779","","","","4.779","","",
"Tajikistan","TJK","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.471","","","","","3.679","","","","","5.631","","","","5.631","","",
"Turkmenistan","TKM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.468","","","","","2.397","","","","","2.701","","","","2.701","","",
"Timor-Leste","TLS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.447","","","","8.447","","",
"Tonga","TON","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.35","","","","","66.15","","","","","66.15","","","","66.15","","",
"Tunisia","TUN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.488","","","","","10.96","","","","","12.81","","","","","12.81","","","","12.81","","",
"Turkey","TUR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.46","","","","","16.46","","","","","15.24","","","","","15.46","","","","15.46","","",
"Tuvalu","TUV","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.17","","","","","10.17","","","","10.17","","",
"Uganda","UGA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","32","","","","","","","","","","","","","","","","","","","","","","","","","32","","","","","47.7","","","","","47.7","","","","47.7","","",
"Ukraine","UKR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.83","","","","","17.83","","","","","12.48","","","","","12.48","","","","12.48","","",
"Upper middle income","UMC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","23.6168517165814","","","","","","","","","","2.06739451695325","","","","","6.22236466841857","","","","","7.69079493710572","","","","","8.32315690711503","","","","","9.59105589675521","","","","","13.3765518057917","","","","13.3715185774725","","",
"Uruguay","URY","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","11.2","","","","","11.2","","","","11.2","","",
"United States","USA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.12","","","","","13.31","","","","","13.51","","","","","13.68","","","","13.68","","",
"Uzbekistan","UZB","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.448","","","","","5.695","","","","","7.321","","","","7.321","","",
"St. Vincent and the Grenadines","VCT","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","43","","","","","48.67","","","","","48.67","","","","48.67","","",
"Virgin Islands (U.S.)","VIR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.38","","","","","","","","65.58","","","","","","","","","","","","","",
"Vietnam","VNM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","3.487","","","","","3.866","","","","","","","","","","3.866","","","","","3.866","","","","","1.47","","","","1.47","","",
"Vanuatu","VUT","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.34","","","","","47.85","","","","47.85","","",
"World","WLD","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","6","","","","","18.5575565784427","","","","","2.74293619278134","","","","","","","","","","5.21376024901269","","","","","8.41705214043566","","","","","8.80458535630665","","","","","10.6943919527767","","","","","11.797700105394","","","","11.7495687469874","","",
"Samoa","WSM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.855","","","","","6.855","","","","","8","","","","","7.433","","","","7.433","","",
"South Africa","ZAF","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.14","","","","","23.97","","","","","31.23","","","","","31.23","","","","31.23","","",
"Congo, Dem. Rep.","COD","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.57","","","","","62.57","","","","62.57","","",
"Zambia","ZMB","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.23","","","","","15.83","","","","","16.67","","","","","16.67","","","","16.67","","",
"Zimbabwe","ZWE","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","14.02","","","","","","","","","","14.02","","","","","14.01","","","","","14.01","","","","14.01","","",
